YYYY-MM-DDTHH:MM:SS,Scan,SourceName,ScanType,Frequency,Line,Az,El,Duration,SwitchingMode,PWV,Temp,Hum,Wind
2021-04-14T05:30:00,9863,J1924-2914,on,227.103,vlbifreq7,+113.0,+24.2,119,TP,1.87,-1.1,25.0,2.5
2021-04-14T05:34:46,9868,SGRA,on,227.103,vlbifreq7,+108.5,+46.6,38,TP,1.83,-1.0,25.0,2.6
2021-04-14T05:43:00,9873,SGRA,on,227.103,vlbifreq7,+108.4,+48.4,480,TP,1.79,-1.3,25.4,2.7
2021-04-14T05:57:45,9878,J1924-2914,on,227.103,vlbifreq7,+111.5,+30.1,37,TP,1.84,-1.2,25.1,2.1
2021-04-14T05:59:00,9880,J1924-2914,on,227.103,vlbifreq7,+111.4,+30.4,84,TP,1.85,-1.2,25.1,2.0
2021-04-14T06:02:46,9885,SGRA,on,227.103,vlbifreq7,+108.1,+52.7,38,TP,1.82,-1.0,24.8,2.5
2021-04-14T06:04:00,9887,SGRA,on,227.103,vlbifreq7,+108.2,+53.0,445,TP,1.82,-0.9,24.6,2.8
2021-04-14T06:17:43,9892,J1924-2914,on,227.103,vlbifreq7,+110.5,+34.4,38,TP,1.82,-0.8,24.2,2.7
2021-04-14T06:19:00,9894,J1924-2914,on,227.103,vlbifreq7,+110.5,+34.7,84,TP,1.79,-0.7,23.9,3.0
2021-04-14T06:22:47,9899,J1743-0350,on,227.103,vlbifreq7,+66.3,+50.6,39,TP,1.78,-0.7,23.8,2.3
2021-04-14T06:24:00,9901,J1743-0350,on,227.103,vlbifreq7,+66.1,+50.8,85,TP,1.81,-0.6,23.6,2.4
2021-04-14T06:27:46,9906,VXSGR,on,227.103,vlbifreq7,+96.9,+52.8,38,TP,1.73,-0.8,23.9,2.7
2021-04-14T06:28:31,9908,VXSGR,on,227.103,vlbifreq7,+96.9,+52.9,51,TP,1.73,-0.8,23.9,2.2
2021-04-14T06:30:49,9913,J1924-2914,on,227.103,vlbifreq7,+110.0,+37.3,37,TP,1.82,-0.7,23.8,3.5
2021-04-14T06:37:00,9915,J1924-2914,on,227.103,vlbifreq7,+109.8,+38.6,85,TP,1.75,-0.9,24.1,3.6
2021-04-14T06:40:45,9920,SGRA,on,227.103,vlbifreq7,+108.7,+61.0,39,TP,1.73,-0.7,23.7,3.1
2021-04-14T06:42:00,9922,SGRA,on,227.103,vlbifreq7,+108.8,+61.3,409,TP,1.74,-0.8,23.8,2.9
2021-04-14T06:54:44,9927,J1924-2914,on,227.103,vlbifreq7,+109.2,+42.5,38,TP,1.67,-0.8,23.8,2.5
2021-04-14T06:56:00,9929,J1924-2914,on,227.103,vlbifreq7,+109.2,+42.7,82,TP,1.63,-0.9,24.1,3.2
2021-04-14T06:59:47,9934,SGRA,on,227.103,vlbifreq7,+109.6,+65.2,39,TP,1.61,-0.9,24.1,3.8
2021-04-14T07:01:00,9936,SGRA,on,227.103,vlbifreq7,+109.8,+65.4,409,TP,1.61,-1.0,24.3,3.4
2021-04-14T07:13:46,9941,J1743-0350,on,227.103,vlbifreq7,+52.5,+60.7,39,TP,1.62,-1.0,24.2,3.0
2021-04-14T07:15:00,9943,J1743-0350,on,227.103,vlbifreq7,+52.1,+61.0,83,TP,1.61,-1.0,24.2,2.8
2021-04-14T07:18:48,9948,J1743-0350,on,227.103,vlbifreq7,+50.6,+61.6,38,TP,1.59,-0.8,23.9,2.9
2021-04-14T07:27:00,9953,J1743-0350,on,227.103,vlbifreq7,+47.5,+63.1,86,TP,1.59,-0.9,24.0,3.7
2021-04-14T07:30:46,9958,SGRA,on,227.103,vlbifreq7,+113.3,+71.8,38,TP,1.59,-0.7,23.8,2.9
2021-04-14T07:32:00,9960,SGRA,on,227.103,vlbifreq7,+113.6,+72.1,228,TP,1.60,-0.8,23.9,3.1
2021-04-14T07:39:45,9965,J1743-0350,on,227.103,vlbifreq7,+41.9,+65.2,38,TP,1.64,-0.9,24.3,2.8
2021-04-14T07:41:00,9967,J1743-0350,on,227.103,vlbifreq7,+41.4,+65.3,87,TP,1.65,-1.1,24.6,2.8
2021-04-14T07:44:47,9972,SGRA,on,227.103,vlbifreq7,+116.4,+74.8,38,TP,1.59,-1.0,24.4,3.0
2021-04-14T07:46:00,9974,SGRA,on,227.103,vlbifreq7,+116.9,+75.0,486,TP,1.56,-1.1,24.6,2.9
2021-04-14T08:00:47,9979,J1924-2914,on,227.103,vlbifreq7,+108.6,+56.9,38,TP,1.64,-1.1,24.6,3.2
2021-04-14T08:02:00,9981,J1924-2914,on,227.103,vlbifreq7,+108.6,+57.2,85,TP,1.63,-1.2,24.5,3.0
2021-04-14T08:05:50,9986,SGRA,on,227.103,vlbifreq7,+125.0,+79.0,38,TP,1.60,-1.9,26.1,3.4
2021-04-14T08:07:00,9988,SGRA,on,227.103,vlbifreq7,+125.9,+79.2,557,TP,1.61,-1.4,25.0,3.9
2021-04-14T08:23:46,9993,J1924-2914,on,227.103,vlbifreq7,+109.2,+61.9,38,TP,1.53,-1.2,23.6,3.0
2021-04-14T08:25:00,9995,J1924-2914,on,227.103,vlbifreq7,+109.3,+62.2,121,TP,1.50,-1.5,24.1,3.6
2021-04-14T08:29:49,10000,J1743-0350,on,227.103,vlbifreq7,+11.4,+70.5,38,TP,1.50,-1.2,23.2,3.1
2021-04-14T08:38:00,10004,J1743-0350,on,227.103,vlbifreq7,+5.3,+70.8,87,TP,1.46,-1.2,22.7,3.3
2021-04-14T08:41:53,10009,SGRA,on,227.103,vlbifreq7,+169.3,+83.9,38,TP,1.44,-1.2,22.2,3.4
2021-04-14T08:44:00,10011,SGRA,on,227.103,vlbifreq7,+173.8,+84.0,444,TP,1.44,-1.2,22.0,3.2
2021-04-14T08:57:46,10016,SGRA,on,227.103,vlbifreq7,+201.3,+83.5,39,TP,1.39,-1.6,22.3,2.4
2021-04-14T09:04:00,10018,SGRA,on,227.103,vlbifreq7,+211.6,+82.9,407,TP,1.33,-2.2,22.4,3.0
2021-04-14T09:16:47,10023,SGRA,on,227.103,vlbifreq7,+226.4,+81.0,38,TP,1.34,-1.9,21.1,2.8
2021-04-14T09:23:00,10025,SGRA,on,227.103,vlbifreq7,+231.6,+79.9,372,TP,1.25,-1.5,20.6,3.1
2021-04-14T09:34:48,10030,J1924-2914,on,227.103,vlbifreq7,+120.9,+77.0,38,TP,1.35,-1.6,18.9,3.7
2021-04-14T09:36:00,10032,J1924-2914,on,227.103,vlbifreq7,+121.6,+77.2,84,TP,1.34,-1.9,19.2,3.8
2021-04-14T09:39:55,10037,J1743-0350,on,227.103,vlbifreq7,-36.9,+66.7,38,TP,1.30,-2.1,19.5,3.4
2021-04-14T09:48:00,10042,J1743-0350,on,227.103,vlbifreq7,-40.9,+65.5,86,TP,1.32,-1.8,24.3,3.9
2021-04-14T09:51:46,10047,SGRA,on,227.103,vlbifreq7,-115.9,+74.2,37,TP,1.32,-2.3,26.2,3.9
2021-04-14T09:53:00,10049,SGRA,on,227.103,vlbifreq7,-115.5,+74.0,487,TP,1.33,-2.4,26.4,4.0
2021-04-14T10:07:46,10054,J1743-0350,on,227.103,vlbifreq7,-49.5,+62.3,38,TP,1.31,-2.3,26.9,3.6
2021-04-14T10:09:00,10056,J1743-0350,on,227.103,vlbifreq7,-49.9,+62.1,85,TP,1.32,-2.3,27.0,3.7
2021-04-14T10:12:45,10061,SGRA,on,227.103,vlbifreq7,-111.9,+69.8,37,TP,1.28,-2.1,26.4,3.6
2021-04-14T10:14:00,10063,SGRA,on,227.103,vlbifreq7,-111.7,+69.5,407,TP,1.29,-1.9,26.0,3.6
2021-04-14T10:26:43,10068,J1924-2914,on,227.103,vlbifreq7,-178.4,+83.8,39,TP,1.27,-1.8,25.2,3.0
2021-04-14T10:28:00,10070,J1924-2914,on,227.103,vlbifreq7,-175.6,+83.8,86,TP,1.28,-1.9,25.4,2.8
2021-04-14T10:31:50,10075,J1743-0350,on,227.103,vlbifreq7,-57.5,+57.8,40,TP,1.25,-1.9,25.2,2.5
2021-04-14T10:40:00,10079,J1743-0350,on,227.103,vlbifreq7,-59.8,+56.2,87,TP,1.19,-1.9,25.4,3.2
2021-04-14T10:43:47,10084,SGRA,on,227.103,vlbifreq7,-109.2,+63.1,38,TP,1.16,-2.1,25.9,3.3
2021-04-14T10:45:00,10086,SGRA,on,227.103,vlbifreq7,-109.1,+62.8,487,TP,1.16,-1.9,25.5,3.4
2021-04-14T10:59:46,10091,J1743-0350,on,227.103,vlbifreq7,-64.7,+52.2,39,TP,1.18,-2.1,26.6,3.4
2021-04-14T11:01:00,10093,J1743-0350,on,227.103,vlbifreq7,-65.0,+51.9,86,TP,1.19,-2.5,27.4,4.0
2021-04-14T11:04:48,10098,SGRA,on,227.103,vlbifreq7,-108.5,+58.5,38,TP,1.12,-2.3,27.4,3.8
2021-04-14T11:06:00,10100,SGRA,on,227.103,vlbifreq7,-108.4,+58.2,407,TP,1.11,-2.2,27.2,3.8
2021-04-14T11:18:47,10105,J1743-0350,on,227.103,vlbifreq7,-68.7,+48.1,40,TP,1.07,-2.3,27.7,3.8
2021-04-14T11:20:00,10107,J1743-0350,on,227.103,vlbifreq7,-68.9,+47.9,86,TP,1.08,-2.1,27.3,3.8
2021-04-14T11:23:49,10112,SGRA,on,227.103,vlbifreq7,-108.2,+54.3,37,TP,1.07,-2.2,26.2,3.9
2021-04-14T11:25:00,10114,SGRA,on,227.103,vlbifreq7,-108.2,+54.1,407,TP,1.10,-2.3,25.9,4.2
